path,sumber,label_asli,prediksi,confidence
/kaggle/input/datasets/ejlok1/cremad/AudioWAV/1013_IEO_HAP_LO.wav,cremad,senang,takut,0.8072379231452942
/kaggle/input/datasets/elnathh/indowavesentiment/IndoWaveSentiment Indonesian Audio Dataset for Emotion Classification/IndoWaveSentiment/Actor_06/06-04-02-03.wav,indowavesentiment,jijik,sedih,0.8019602298736572
/kaggle/input/datasets/ejlok1/cremad/AudioWAV/1004_TIE_HAP_XX.wav,cremad,senang,marah,0.8850507140159607
/kaggle/input/datasets/ejlok1/cremad/AudioWAV/1028_IOM_SAD_XX.wav,cremad,sedih,jijik,0.7505738139152527
/kaggle/input/datasets/ejlok1/cremad/AudioWAV/1082_MTI_SAD_XX.wav,cremad,sedih,marah,0.775521457195282
/kaggle/input/datasets/ejlok1/cremad/AudioWAV/1001_IOM_ANG_XX.wav,cremad,marah,takut,0.93285071849823
/kaggle/input/datasets/ejlok1/cremad/AudioWAV/1051_MTI_SAD_XX.wav,cremad,sedih,netral,0.6069288849830627
/kaggle/input/datasets/ejlok1/cremad/AudioWAV/1066_TSI_ANG_XX.wav,cremad,marah,jijik,0.6831923127174377
/kaggle/input/datasets/ejlok1/cremad/AudioWAV/1073_IEO_SAD_LO.wav,cremad,sedih,takut,0.7662031650543213
/kaggle/input/datasets/elnathh/indowavesentiment/IndoWaveSentiment Indonesian Audio Dataset for Emotion Classification/IndoWaveSentiment/Actor_04/04-02-02-03.wav,indowavesentiment,senang,netral,0.7915815114974976
/kaggle/input/datasets/ejlok1/cremad/AudioWAV/1089_ITS_SAD_XX.wav,cremad,sedih,takut,0.6029489636421204
/kaggle/input/datasets/uwrfkaggler/ravdess-emotional-speech-audio/audio_speech_actors_01-24/Actor_21/03-01-05-02-01-02-21.wav,ravdess,marah,senang,0.6678727865219116
/kaggle/input/datasets/ejlok1/cremad/AudioWAV/1021_IEO_SAD_LO.wav,cremad,sedih,takut,0.6008409261703491
/kaggle/input/datasets/ejlok1/cremad/AudioWAV/1060_IOM_DIS_XX.wav,cremad,jijik,sedih,0.6268412470817566
/kaggle/input/datasets/ejlok1/cremad/AudioWAV/1068_IWL_DIS_XX.wav,cremad,jijik,takut,0.6259263157844543
/kaggle/input/datasets/ejlok1/cremad/AudioWAV/1046_IWL_ANG_XX.wav,cremad,marah,jijik,0.675669252872467
/kaggle/input/datasets/ejlok1/cremad/AudioWAV/1054_ITH_SAD_XX.wav,cremad,sedih,takut,0.923326849937439
/kaggle/input/datasets/ejlok1/cremad/AudioWAV/1010_WSI_SAD_XX.wav,cremad,sedih,takut,0.7451263666152954
/kaggle/input/datasets/ejlok1/cremad/AudioWAV/1039_IEO_SAD_HI.wav,cremad,sedih,takut,0.8473657965660095
/kaggle/input/datasets/ejlok1/cremad/AudioWAV/1048_MTI_SAD_XX.wav,cremad,sedih,takut,0.8193719387054443
/kaggle/input/datasets/ejlok1/cremad/AudioWAV/1066_WSI_SAD_XX.wav,cremad,sedih,takut,0.8275072574615479
/kaggle/input/datasets/ejlok1/cremad/AudioWAV/1051_IEO_SAD_LO.wav,cremad,sedih,netral,0.6697197556495667
/kaggle/input/datasets/uwrfkaggler/ravdess-emotional-speech-audio/Actor_20/03-01-05-01-01-02-20.wav,ravdess,marah,senang,0.9090319871902466
/kaggle/input/datasets/ejlok1/cremad/AudioWAV/1052_IEO_HAP_HI.wav,cremad,senang,marah,0.7004307508468628
/kaggle/input/datasets/ejlok1/cremad/AudioWAV/1011_IEO_HAP_LO.wav,cremad,senang,takut,0.7730352878570557
/kaggle/input/datasets/ejlok1/cremad/AudioWAV/1014_TAI_SAD_XX.wav,cremad,sedih,jijik,0.767230749130249
/kaggle/input/datasets/ejlok1/cremad/AudioWAV/1037_ITH_SAD_XX.wav,cremad,sedih,takut,0.9323344230651855
/kaggle/input/datasets/ejlok1/cremad/AudioWAV/1077_IWL_FEA_XX.wav,cremad,takut,netral,0.8496273756027222
/kaggle/input/datasets/ejlok1/cremad/AudioWAV/1044_ITS_SAD_XX.wav,cremad,sedih,jijik,0.9015536904335022
/kaggle/input/datasets/ejlok1/cremad/AudioWAV/1078_IWW_HAP_XX.wav,cremad,senang,takut,0.7112076878547668
/kaggle/input/datasets/ejlok1/cremad/AudioWAV/1027_TSI_HAP_XX.wav,cremad,senang,takut,0.710976779460907
/kaggle/input/datasets/ejlok1/cremad/AudioWAV/1022_TAI_SAD_XX.wav,cremad,sedih,jijik,0.8745157718658447
/kaggle/input/datasets/ejlok1/cremad/AudioWAV/1022_WSI_SAD_XX.wav,cremad,sedih,jijik,0.8230910897254944
/kaggle/input/datasets/ejlok1/cremad/AudioWAV/1051_IWW_HAP_XX.wav,cremad,senang,takut,0.6276982426643372
/kaggle/input/datasets/ejlok1/cremad/AudioWAV/1061_WSI_SAD_XX.wav,cremad,sedih,takut,0.781294047832489
/kaggle/input/datasets/ejlok1/cremad/AudioWAV/1023_IWL_DIS_XX.wav,cremad,jijik,takut,0.6689935922622681
/kaggle/input/datasets/ejlok1/cremad/AudioWAV/1077_TSI_SAD_XX.wav,cremad,sedih,takut,0.6033886671066284
/kaggle/input/datasets/ejlok1/cremad/AudioWAV/1044_TIE_SAD_XX.wav,cremad,sedih,takut,0.6956557035446167
/kaggle/input/datasets/ejlok1/cremad/AudioWAV/1014_WSI_NEU_XX.wav,cremad,netral,marah,0.6243289709091187
/kaggle/input/datasets/ejlok1/cremad/AudioWAV/1030_IOM_HAP_XX.wav,cremad,senang,netral,0.729665219783783
/kaggle/input/datasets/ejlok1/cremad/AudioWAV/1081_TAI_SAD_XX.wav,cremad,sedih,takut,0.8426263332366943
/kaggle/input/datasets/ejlok1/cremad/AudioWAV/1088_MTI_SAD_XX.wav,cremad,sedih,takut,0.7216979265213013
/kaggle/input/datasets/ejlok1/cremad/AudioWAV/1067_IOM_HAP_XX.wav,cremad,senang,takut,0.8046571016311646
/kaggle/input/datasets/ejlok1/cremad/AudioWAV/1041_IOM_SAD_XX.wav,cremad,sedih,takut,0.7446553707122803
/kaggle/input/datasets/ejlok1/cremad/AudioWAV/1036_IWL_SAD_XX.wav,cremad,sedih,takut,0.7629750967025757
/kaggle/input/datasets/ejlok1/cremad/AudioWAV/1041_WSI_SAD_XX.wav,cremad,sedih,takut,0.6427786350250244
/kaggle/input/datasets/ejlok1/cremad/AudioWAV/1087_MTI_SAD_XX.wav,cremad,sedih,jijik,0.8669093251228333
/kaggle/input/datasets/ejlok1/cremad/AudioWAV/1033_IEO_HAP_MD.wav,cremad,senang,takut,0.6112400889396667
/kaggle/input/datasets/ejlok1/cremad/AudioWAV/1026_IEO_SAD_MD.wav,cremad,sedih,takut,0.7030261754989624
/kaggle/input/datasets/elnathh/indowavesentiment/IndoWaveSentiment Indonesian Audio Dataset for Emotion Classification/IndoWaveSentiment/Actor_10/10-01-02-03.wav,indowavesentiment,netral,sedih,0.8722227811813354
/kaggle/input/datasets/ejlok1/cremad/AudioWAV/1061_IWW_SAD_XX.wav,cremad,sedih,takut,0.778111457824707
/kaggle/input/datasets/ejlok1/cremad/AudioWAV/1064_IEO_SAD_HI.wav,cremad,sedih,jijik,0.6991392970085144
/kaggle/input/datasets/ejlok1/cremad/AudioWAV/1002_WSI_SAD_XX.wav,cremad,sedih,jijik,0.9109170436859131
/kaggle/input/datasets/ejlok1/cremad/AudioWAV/1058_TAI_SAD_XX.wav,cremad,sedih,jijik,0.9548008441925049
/kaggle/input/datasets/uwrfkaggler/ravdess-emotional-speech-audio/Actor_17/03-01-04-02-01-01-17.wav,ravdess,sedih,takut,0.7244221568107605
/kaggle/input/datasets/elnathh/indowavesentiment/IndoWaveSentiment Indonesian Audio Dataset for Emotion Classification/IndoWaveSentiment/Actor_01/01-04-02-03.wav,indowavesentiment,jijik,netral,0.8038433194160461
/kaggle/input/datasets/ejlok1/cremad/AudioWAV/1001_IEO_HAP_HI.wav,cremad,senang,marah,0.6832910180091858
/kaggle/input/datasets/ejlok1/cremad/AudioWAV/1016_DFA_HAP_XX.wav,cremad,senang,takut,0.6835948824882507
/kaggle/input/datasets/ejlok1/cremad/AudioWAV/1052_IEO_DIS_HI.wav,cremad,jijik,netral,0.7819430828094482
/kaggle/input/datasets/elnathh/indowavesentiment/IndoWaveSentiment Indonesian Audio Dataset for Emotion Classification/IndoWaveSentiment/Actor_04/04-02-02-01.wav,indowavesentiment,senang,netral,0.7604238986968994
/kaggle/input/datasets/ejlok1/cremad/AudioWAV/1081_TIE_HAP_XX.wav,cremad,senang,takut,0.9106748700141907
/kaggle/input/datasets/ejlok1/cremad/AudioWAV/1043_IEO_DIS_HI.wav,cremad,jijik,takut,0.8224177360534668
/kaggle/input/datasets/ejlok1/cremad/AudioWAV/1065_IEO_SAD_HI.wav,cremad,sedih,takut,0.6529529094696045
/kaggle/input/datasets/ejlok1/cremad/AudioWAV/1027_TIE_HAP_XX.wav,cremad,senang,jijik,0.8494533896446228
/kaggle/input/datasets/ejlok1/cremad/AudioWAV/1042_TSI_HAP_XX.wav,cremad,senang,takut,0.7602423429489136
/kaggle/input/datasets/ahmadnafibudianto/e-seravd-speech-emotion-recognition-av-dataset/E-SERAVD 1.1/E-SERAVD/02_Audio-Only/03_Neutral/D1990/02-03-D1990-T-0028.wav,eseravd,netral,sedih,0.718040406703949
/kaggle/input/datasets/elnathh/indowavesentiment/IndoWaveSentiment Indonesian Audio Dataset for Emotion Classification/IndoWaveSentiment/Actor_04/04-01-01-02.wav,indowavesentiment,netral,sedih,0.7721739411354065
/kaggle/input/datasets/ejlok1/cremad/AudioWAV/1080_ITS_SAD_XX.wav,cremad,sedih,jijik,0.8892794847488403
/kaggle/input/datasets/ejlok1/cremad/AudioWAV/1012_IEO_HAP_LO.wav,cremad,senang,takut,0.8152555823326111
/kaggle/input/datasets/ejlok1/cremad/AudioWAV/1059_TSI_HAP_XX.wav,cremad,senang,marah,0.7200918793678284
/kaggle/input/datasets/ejlok1/cremad/AudioWAV/1029_ITH_DIS_XX.wav,cremad,jijik,marah,0.6584407687187195
/kaggle/input/datasets/ejlok1/cremad/AudioWAV/1029_IOM_SAD_XX.wav,cremad,sedih,takut,0.7057889699935913
/kaggle/input/datasets/ejlok1/cremad/AudioWAV/1050_IEO_ANG_HI.wav,cremad,marah,takut,0.8700252175331116
/kaggle/input/datasets/ejlok1/cremad/AudioWAV/1027_IWL_HAP_XX.wav,cremad,senang,jijik,0.9248733520507812
/kaggle/input/datasets/ejlok1/cremad/AudioWAV/1011_IWW_HAP_XX.wav,cremad,senang,netral,0.6019325852394104
/kaggle/input/datasets/ejlok1/cremad/AudioWAV/1066_IWL_HAP_XX.wav,cremad,senang,takut,0.9108511805534363
/kaggle/input/datasets/ejlok1/cremad/AudioWAV/1089_MTI_SAD_XX.wav,cremad,sedih,jijik,0.6658050417900085
/kaggle/input/datasets/ejlok1/cremad/AudioWAV/1057_MTI_DIS_XX.wav,cremad,jijik,takut,0.789165198802948
/kaggle/input/datasets/ejlok1/cremad/AudioWAV/1018_IOM_HAP_XX.wav,cremad,senang,takut,0.7817729711532593
/kaggle/input/datasets/ejlok1/cremad/AudioWAV/1090_ITH_HAP_XX.wav,cremad,senang,netral,0.7965819835662842
/kaggle/input/datasets/elnathh/indowavesentiment/IndoWaveSentiment Indonesian Audio Dataset for Emotion Classification/IndoWaveSentiment/Actor_04/04-04-01-03.wav,indowavesentiment,jijik,sedih,0.9404056072235107
/kaggle/input/datasets/ejlok1/cremad/AudioWAV/1031_ITH_DIS_XX.wav,cremad,jijik,netral,0.8180030584335327
/kaggle/input/datasets/piyushagni5/berlin-database-of-emotional-speech-emodb/wav/15a02Ac.wav,emodb,takut,jijik,0.6405234932899475
/kaggle/input/datasets/ejlok1/cremad/AudioWAV/1001_TSI_SAD_XX.wav,cremad,sedih,takut,0.8924509882926941
/kaggle/input/datasets/ejlok1/cremad/AudioWAV/1036_ITH_SAD_XX.wav,cremad,sedih,takut,0.7745201587677002
/kaggle/input/datasets/ejlok1/cremad/AudioWAV/1057_WSI_SAD_XX.wav,cremad,sedih,takut,0.7818029522895813
/kaggle/input/datasets/ejlok1/cremad/AudioWAV/1001_MTI_SAD_XX.wav,cremad,sedih,takut,0.7041125893592834
/kaggle/input/datasets/uwrfkaggler/ravdess-emotional-speech-audio/Actor_20/03-01-04-01-01-02-20.wav,ravdess,sedih,netral,0.6481396555900574
/kaggle/input/datasets/ejlok1/cremad/AudioWAV/1040_IOM_SAD_XX.wav,cremad,sedih,takut,0.6244732737541199
/kaggle/input/datasets/ejlok1/cremad/AudioWAV/1013_TIE_SAD_XX.wav,cremad,sedih,jijik,0.9198713898658752
/kaggle/input/datasets/ejlok1/cremad/AudioWAV/1037_IEO_FEA_MD.wav,cremad,takut,jijik,0.8632273077964783
/kaggle/input/datasets/ejlok1/cremad/AudioWAV/1083_TSI_ANG_XX.wav,cremad,marah,jijik,0.8733230829238892
/kaggle/input/datasets/ejlok1/cremad/AudioWAV/1085_IEO_HAP_HI.wav,cremad,senang,takut,0.7565379738807678
/kaggle/input/datasets/ejlok1/cremad/AudioWAV/1081_IWL_HAP_XX.wav,cremad,senang,takut,0.6527742743492126
/kaggle/input/datasets/ejlok1/cremad/AudioWAV/1082_ITS_SAD_XX.wav,cremad,sedih,takut,0.6176441311836243
/kaggle/input/datasets/ejlok1/cremad/AudioWAV/1045_TSI_DIS_XX.wav,cremad,jijik,sedih,0.6275104284286499
/kaggle/input/datasets/ejlok1/cremad/AudioWAV/1046_TAI_HAP_XX.wav,cremad,senang,takut,0.9004108309745789
/kaggle/input/datasets/ejlok1/cremad/AudioWAV/1063_TSI_SAD_XX.wav,cremad,sedih,takut,0.7362350821495056
/kaggle/input/datasets/ejlok1/cremad/AudioWAV/1084_ITH_SAD_XX.wav,cremad,sedih,takut,0.8448404669761658
/kaggle/input/datasets/ejlok1/cremad/AudioWAV/1090_TIE_NEU_XX.wav,cremad,netral,jijik,0.7008209824562073
/kaggle/input/datasets/ejlok1/cremad/AudioWAV/1031_TAI_SAD_XX.wav,cremad,sedih,takut,0.7268384695053101
/kaggle/input/datasets/ejlok1/cremad/AudioWAV/1071_IWW_HAP_XX.wav,cremad,senang,takut,0.8652490973472595
/kaggle/input/datasets/ejlok1/cremad/AudioWAV/1075_MTI_DIS_XX.wav,cremad,jijik,takut,0.8251193165779114
/kaggle/input/datasets/elnathh/indowavesentiment/IndoWaveSentiment Indonesian Audio Dataset for Emotion Classification/IndoWaveSentiment/Actor_07/07-01-01-01.wav,indowavesentiment,netral,sedih,0.885997474193573
/kaggle/input/datasets/ejlok1/cremad/AudioWAV/1021_IEO_HAP_HI.wav,cremad,senang,marah,0.7882546782493591
/kaggle/input/datasets/ejlok1/cremad/AudioWAV/1033_DFA_SAD_XX.wav,cremad,sedih,takut,0.8333431482315063
/kaggle/input/datasets/ejlok1/cremad/AudioWAV/1006_IWL_SAD_XX.wav,cremad,sedih,jijik,0.8801814317703247
/kaggle/input/datasets/ejlok1/cremad/AudioWAV/1022_WSI_HAP_XX.wav,cremad,senang,jijik,0.6616083979606628
/kaggle/input/datasets/elnathh/indowavesentiment/IndoWaveSentiment Indonesian Audio Dataset for Emotion Classification/IndoWaveSentiment/Actor_04/04-02-02-02.wav,indowavesentiment,senang,netral,0.8732882738113403
/kaggle/input/datasets/uwrfkaggler/ravdess-emotional-speech-audio/Actor_23/03-01-05-01-02-01-23.wav,ravdess,marah,senang,0.6649821400642395
/kaggle/input/datasets/ejlok1/cremad/AudioWAV/1019_IEO_HAP_HI.wav,cremad,senang,marah,0.7566354274749756
/kaggle/input/datasets/ejlok1/cremad/AudioWAV/1083_IEO_DIS_MD.wav,cremad,jijik,takut,0.9470422863960266
/kaggle/input/datasets/ejlok1/cremad/AudioWAV/1076_TAI_HAP_XX.wav,cremad,senang,takut,0.638801634311676
/kaggle/input/datasets/ejlok1/cremad/AudioWAV/1059_IEO_SAD_HI.wav,cremad,sedih,jijik,0.9348088502883911
/kaggle/input/datasets/uwrfkaggler/ravdess-emotional-speech-audio/audio_speech_actors_01-24/Actor_20/03-01-04-01-01-02-20.wav,ravdess,sedih,netral,0.6481396555900574
/kaggle/input/datasets/ejlok1/cremad/AudioWAV/1035_TAI_HAP_XX.wav,cremad,senang,marah,0.6828033328056335
/kaggle/input/datasets/ejlok1/cremad/AudioWAV/1005_WSI_SAD_XX.wav,cremad,sedih,netral,0.7876263856887817
/kaggle/input/datasets/ejlok1/cremad/AudioWAV/1042_TAI_SAD_XX.wav,cremad,sedih,netral,0.8488301634788513
/kaggle/input/datasets/ejlok1/cremad/AudioWAV/1070_DFA_SAD_XX.wav,cremad,sedih,netral,0.7805395126342773
/kaggle/input/datasets/ejlok1/cremad/AudioWAV/1021_IOM_DIS_XX.wav,cremad,jijik,takut,0.9789513945579529
/kaggle/input/datasets/ejlok1/cremad/AudioWAV/1068_DFA_SAD_XX.wav,cremad,sedih,takut,0.6109400987625122
/kaggle/input/datasets/ejlok1/cremad/AudioWAV/1035_TSI_SAD_XX.wav,cremad,sedih,jijik,0.9601878523826599
/kaggle/input/datasets/ejlok1/cremad/AudioWAV/1064_TIE_SAD_XX.wav,cremad,sedih,netral,0.6525900959968567
/kaggle/input/datasets/ejlok1/cremad/AudioWAV/1028_WSI_HAP_XX.wav,cremad,senang,takut,0.878051221370697
/kaggle/input/datasets/ejlok1/cremad/AudioWAV/1035_WSI_SAD_XX.wav,cremad,sedih,jijik,0.9684057831764221
/kaggle/input/datasets/ejlok1/cremad/AudioWAV/1060_IEO_FEA_HI.wav,cremad,takut,marah,0.9061744213104248
/kaggle/input/datasets/ejlok1/cremad/AudioWAV/1067_TAI_HAP_XX.wav,cremad,senang,takut,0.7354236245155334
/kaggle/input/datasets/ejlok1/cremad/AudioWAV/1064_TSI_HAP_XX.wav,cremad,senang,jijik,0.7339760661125183
/kaggle/input/datasets/ejlok1/cremad/AudioWAV/1086_IEO_HAP_MD.wav,cremad,senang,marah,0.6710739135742188
/kaggle/input/datasets/ejlok1/cremad/AudioWAV/1044_IEO_SAD_MD.wav,cremad,sedih,takut,0.844404935836792
/kaggle/input/datasets/ejlok1/cremad/AudioWAV/1017_TSI_SAD_XX.wav,cremad,sedih,netral,0.8132922053337097
/kaggle/input/datasets/ejlok1/cremad/AudioWAV/1042_ITH_SAD_XX.wav,cremad,sedih,netral,0.8297711610794067
/kaggle/input/datasets/ejlok1/cremad/AudioWAV/1030_IWL_SAD_XX.wav,cremad,sedih,jijik,0.8983635306358337
/kaggle/input/datasets/elnathh/indowavesentiment/IndoWaveSentiment Indonesian Audio Dataset for Emotion Classification/IndoWaveSentiment/Actor_10/10-02-02-01.wav,indowavesentiment,senang,marah,0.7279280424118042
/kaggle/input/datasets/ejlok1/cremad/AudioWAV/1032_MTI_ANG_XX.wav,cremad,marah,jijik,0.8264397382736206
/kaggle/input/datasets/ejlok1/cremad/AudioWAV/1072_TSI_HAP_XX.wav,cremad,senang,takut,0.8764364123344421
/kaggle/input/datasets/ejlok1/cremad/AudioWAV/1032_TIE_NEU_XX.wav,cremad,netral,takut,0.6608456373214722
/kaggle/input/datasets/ejlok1/cremad/AudioWAV/1028_IWW_SAD_XX.wav,cremad,sedih,takut,0.6641970276832581
/kaggle/input/datasets/ejlok1/cremad/AudioWAV/1069_TSI_HAP_XX.wav,cremad,senang,takut,0.7342405915260315
/kaggle/input/datasets/ejlok1/cremad/AudioWAV/1062_IEO_SAD_HI.wav,cremad,sedih,takut,0.7747015953063965
/kaggle/input/datasets/ejlok1/cremad/AudioWAV/1058_TSI_SAD_XX.wav,cremad,sedih,jijik,0.9250699281692505
/kaggle/input/datasets/ejlok1/cremad/AudioWAV/1015_IEO_HAP_LO.wav,cremad,senang,takut,0.8948439359664917
/kaggle/input/datasets/ejlok1/cremad/AudioWAV/1044_ITH_SAD_XX.wav,cremad,sedih,takut,0.6778400540351868
/kaggle/input/datasets/ejlok1/cremad/AudioWAV/1076_MTI_HAP_XX.wav,cremad,senang,takut,0.7808634042739868
/kaggle/input/datasets/ejlok1/cremad/AudioWAV/1084_MTI_HAP_XX.wav,cremad,senang,jijik,0.9093045592308044
/kaggle/input/datasets/ejlok1/cremad/AudioWAV/1067_IEO_HAP_HI.wav,cremad,senang,takut,0.800456702709198
/kaggle/input/datasets/ejlok1/cremad/AudioWAV/1023_IWW_SAD_XX.wav,cremad,sedih,jijik,0.6684001684188843
/kaggle/input/datasets/ejlok1/cremad/AudioWAV/1032_IWW_SAD_XX.wav,cremad,sedih,takut,0.8462338447570801
/kaggle/input/datasets/ejlok1/cremad/AudioWAV/1080_IOM_SAD_XX.wav,cremad,sedih,jijik,0.8268990516662598
/kaggle/input/datasets/ejlok1/cremad/AudioWAV/1007_TAI_HAP_XX.wav,cremad,senang,jijik,0.7560542821884155
/kaggle/input/datasets/ejlok1/cremad/AudioWAV/1082_TSI_HAP_XX.wav,cremad,senang,netral,0.649531900882721
/kaggle/input/datasets/ejlok1/cremad/AudioWAV/1066_ITH_ANG_XX.wav,cremad,marah,takut,0.8499581217765808
/kaggle/input/datasets/ejlok1/cremad/AudioWAV/1036_TAI_SAD_XX.wav,cremad,sedih,jijik,0.9652921557426453
/kaggle/input/datasets/ejlok1/cremad/AudioWAV/1090_MTI_NEU_XX.wav,cremad,netral,senang,0.6827903985977173
/kaggle/input/datasets/ejlok1/cremad/AudioWAV/1057_TSI_SAD_XX.wav,cremad,sedih,takut,0.6152797341346741
/kaggle/input/datasets/ejlok1/cremad/AudioWAV/1025_TAI_DIS_XX.wav,cremad,jijik,takut,0.9710889458656311
/kaggle/input/datasets/ejlok1/cremad/AudioWAV/1009_ITH_SAD_XX.wav,cremad,sedih,takut,0.8195186853408813
/kaggle/input/datasets/ejlok1/cremad/AudioWAV/1077_IEO_SAD_MD.wav,cremad,sedih,takut,0.8737632036209106
/kaggle/input/datasets/ejlok1/cremad/AudioWAV/1069_IWL_SAD_XX.wav,cremad,sedih,takut,0.6660354137420654
/kaggle/input/datasets/ejlok1/cremad/AudioWAV/1033_IOM_SAD_XX.wav,cremad,sedih,takut,0.6939501166343689
/kaggle/input/datasets/ejlok1/cremad/AudioWAV/1063_TAI_SAD_XX.wav,cremad,sedih,takut,0.8596731424331665
/kaggle/input/datasets/ejlok1/cremad/AudioWAV/1002_MTI_SAD_XX.wav,cremad,sedih,takut,0.8031064867973328
/kaggle/input/datasets/ejlok1/cremad/AudioWAV/1021_IEO_HAP_MD.wav,cremad,senang,jijik,0.6449960470199585
/kaggle/input/datasets/ejlok1/cremad/AudioWAV/1086_IWL_SAD_XX.wav,cremad,sedih,takut,0.7951279878616333
/kaggle/input/datasets/ejlok1/cremad/AudioWAV/1048_ITH_SAD_XX.wav,cremad,sedih,takut,0.7500923275947571
